CONTRATO_CONT;CONTRATO_TRABAJO;MESES_TRABAJO;HORAS_SEMANA_TRAB;TRABAJO_LUGAR;FONDO;INGRESOS_LABORALES;ACTIVIDAD_DEDICA;OFICIO_C8;ID;URB_RURAL;DEPARTAMENTO;SEXO;AÑOS_CUMPLIDOS;CULTURA;Código C.I.U.O.;Nombre Denominación;Descripción Ocupación
6;4;12;30;1;2;2000000.0;69;2611;127346147;1;66;F;20;6;2611;abogado;Brindan asesoramiento jurídico y legal a sus clientes sobre una amplia variedad de temas, redactan documentos jurídicos, autentican firmas y documentos, representan a sus clientes ante órganos administrativos o tribunales y abogan casos o llevan a cabo acciones judiciales ante los tribunales de justicia o dan instrucciones a abogados para litigar ante los tribunales superiores de justicia. Se pueden desempeñar en notarías, gobierno, juzgados, fiscalías, buffet de abogados, establecimientos comerciales, financieros, industriales, entre otros.
180;2;12;48;7;1;13000000.0;84;2611;127346216;1;68;F;33;6;2611;abogado;Brindan asesoramiento jurídico y legal a sus clientes sobre una amplia variedad de temas, redactan documentos jurídicos, autentican firmas y documentos, representan a sus clientes ante órganos administrativos o tribunales y abogan casos o llevan a cabo acciones judiciales ante los tribunales de justicia o dan instrucciones a abogados para litigar ante los tribunales superiores de justicia. Se pueden desempeñar en notarías, gobierno, juzgados, fiscalías, buffet de abogados, establecimientos comerciales, financieros, industriales, entre otros.
360;4;10;40;1;3;3000000.0;69;2611;137346228;1;68;F;8;6;2611;abogado;Brindan asesoramiento jurídico y legal a sus clientes sobre una amplia variedad de temas, redactan documentos jurídicos, autentican firmas y documentos, representan a sus clientes ante órganos administrativos o tribunales y abogan casos o llevan a cabo acciones judiciales ante los tribunales de justicia o dan instrucciones a abogados para litigar ante los tribunales superiores de justicia. Se pueden desempeñar en notarías, gobierno, juzgados, fiscalías, buffet de abogados, establecimientos comerciales, financieros, industriales, entre otros.
10;1;12;48;7;1;7800000.0;86;2611;157346228;1;68;M;3;6;2611;abogado;Brindan asesoramiento jurídico y legal a sus clientes sobre una amplia variedad de temas, redactan documentos jurídicos, autentican firmas y documentos, representan a sus clientes ante órganos administrativos o tribunales y abogan casos o llevan a cabo acciones judiciales ante los tribunales de justicia o dan instrucciones a abogados para litigar ante los tribunales superiores de justicia. Se pueden desempeñar en notarías, gobierno, juzgados, fiscalías, buffet de abogados, establecimientos comerciales, financieros, industriales, entre otros.
180;2;12;48;7;1;3500000.0;84;2611;217346258;1;68;F;39;6;2611;abogado;Brindan asesoramiento jurídico y legal a sus clientes sobre una amplia variedad de temas, redactan documentos jurídicos, autentican firmas y documentos, representan a sus clientes ante órganos administrativos o tribunales y abogan casos o llevan a cabo acciones judiciales ante los tribunales de justicia o dan instrucciones a abogados para litigar ante los tribunales superiores de justicia. Se pueden desempeñar en notarías, gobierno, juzgados, fiscalías, buffet de abogados, establecimientos comerciales, financieros, industriales, entre otros.
300;2;12;48;7;1;3500000.0;84;2611;227346258;1;68;M;26;6;2611;abogado;Brindan asesoramiento jurídico y legal a sus clientes sobre una amplia variedad de temas, redactan documentos jurídicos, autentican firmas y documentos, representan a sus clientes ante órganos administrativos o tribunales y abogan casos o llevan a cabo acciones judiciales ante los tribunales de justicia o dan instrucciones a abogados para litigar ante los tribunales superiores de justicia. Se pueden desempeñar en notarías, gobierno, juzgados, fiscalías, buffet de abogados, establecimientos comerciales, financieros, industriales, entre otros.
11;1;11;40;7;1;1160000.0;69;2611;127346275;1;68;F;63;6;2611;abogado;Brindan asesoramiento jurídico y legal a sus clientes sobre una amplia variedad de temas, redactan documentos jurídicos, autentican firmas y documentos, representan a sus clientes ante órganos administrativos o tribunales y abogan casos o llevan a cabo acciones judiciales ante los tribunales de justicia o dan instrucciones a abogados para litigar ante los tribunales superiores de justicia. Se pueden desempeñar en notarías, gobierno, juzgados, fiscalías, buffet de abogados, establecimientos comerciales, financieros, industriales, entre otros.
24;2;12;50;7;1;2000000.0;84;2611;127346278;1;68;M;32;6;2611;abogado;Brindan asesoramiento jurídico y legal a sus clientes sobre una amplia variedad de temas, redactan documentos jurídicos, autentican firmas y documentos, representan a sus clientes ante órganos administrativos o tribunales y abogan casos o llevan a cabo acciones judiciales ante los tribunales de justicia o dan instrucciones a abogados para litigar ante los tribunales superiores de justicia. Se pueden desempeñar en notarías, gobierno, juzgados, fiscalías, buffet de abogados, establecimientos comerciales, financieros, industriales, entre otros.
84;4;12;20;1;1;1500000.0;69;2611;137346316;1;68;M;8;6;2611;abogado;Brindan asesoramiento jurídico y legal a sus clientes sobre una amplia variedad de temas, redactan documentos jurídicos, autentican firmas y documentos, representan a sus clientes ante órganos administrativos o tribunales y abogan casos o llevan a cabo acciones judiciales ante los tribunales de justicia o dan instrucciones a abogados para litigar ante los tribunales superiores de justicia. Se pueden desempeñar en notarías, gobierno, juzgados, fiscalías, buffet de abogados, establecimientos comerciales, financieros, industriales, entre otros.
84;4;12;40;1;1;1800000.0;69;2611;117346346;1;70;F;47;6;2611;abogado;Brindan asesoramiento jurídico y legal a sus clientes sobre una amplia variedad de temas, redactan documentos jurídicos, autentican firmas y documentos, representan a sus clientes ante órganos administrativos o tribunales y abogan casos o llevan a cabo acciones judiciales ante los tribunales de justicia o dan instrucciones a abogados para litigar ante los tribunales superiores de justicia. Se pueden desempeñar en notarías, gobierno, juzgados, fiscalías, buffet de abogados, establecimientos comerciales, financieros, industriales, entre otros.
38;4;12;40;1;1;1400000.0;69;2611;117346422;1;76;M;81;5;2611;abogado;Brindan asesoramiento jurídico y legal a sus clientes sobre una amplia variedad de temas, redactan documentos jurídicos, autentican firmas y documentos, representan a sus clientes ante órganos administrativos o tribunales y abogan casos o llevan a cabo acciones judiciales ante los tribunales de justicia o dan instrucciones a abogados para litigar ante los tribunales superiores de justicia. Se pueden desempeñar en notarías, gobierno, juzgados, fiscalías, buffet de abogados, establecimientos comerciales, financieros, industriales, entre otros.
56;4;12;48;1;2;2000000.0;69;2611;117346474;1;86;F;53;6;2611;abogado;Brindan asesoramiento jurídico y legal a sus clientes sobre una amplia variedad de temas, redactan documentos jurídicos, autentican firmas y documentos, representan a sus clientes ante órganos administrativos o tribunales y abogan casos o llevan a cabo acciones judiciales ante los tribunales de justicia o dan instrucciones a abogados para litigar ante los tribunales superiores de justicia. Se pueden desempeñar en notarías, gobierno, juzgados, fiscalías, buffet de abogados, establecimientos comerciales, financieros, industriales, entre otros.
160;4;12;30;7;2;300000.0;69;2611;137346945;1;66;F;11;6;2611;abogado;Brindan asesoramiento jurídico y legal a sus clientes sobre una amplia variedad de temas, redactan documentos jurídicos, autentican firmas y documentos, representan a sus clientes ante órganos administrativos o tribunales y abogan casos o llevan a cabo acciones judiciales ante los tribunales de justicia o dan instrucciones a abogados para litigar ante los tribunales superiores de justicia. Se pueden desempeñar en notarías, gobierno, juzgados, fiscalías, buffet de abogados, establecimientos comerciales, financieros, industriales, entre otros.
360;4;6;35;7;2;3500000.0;69;2611;137346993;2;66;F;11;5;2611;abogado;Brindan asesoramiento jurídico y legal a sus clientes sobre una amplia variedad de temas, redactan documentos jurídicos, autentican firmas y documentos, representan a sus clientes ante órganos administrativos o tribunales y abogan casos o llevan a cabo acciones judiciales ante los tribunales de justicia o dan instrucciones a abogados para litigar ante los tribunales superiores de justicia. Se pueden desempeñar en notarías, gobierno, juzgados, fiscalías, buffet de abogados, establecimientos comerciales, financieros, industriales, entre otros.
48;4;12;40;7;1;1800000.0;69;2611;117347061;2;23;F;62;6;2611;abogado;Brindan asesoramiento jurídico y legal a sus clientes sobre una amplia variedad de temas, redactan documentos jurídicos, autentican firmas y documentos, representan a sus clientes ante órganos administrativos o tribunales y abogan casos o llevan a cabo acciones judiciales ante los tribunales de justicia o dan instrucciones a abogados para litigar ante los tribunales superiores de justicia. Se pueden desempeñar en notarías, gobierno, juzgados, fiscalías, buffet de abogados, establecimientos comerciales, financieros, industriales, entre otros.
144;2;12;48;7;1;3000000.0;84;2611;147347080;1;5;F;14;6;2611;abogado;Brindan asesoramiento jurídico y legal a sus clientes sobre una amplia variedad de temas, redactan documentos jurídicos, autentican firmas y documentos, representan a sus clientes ante órganos administrativos o tribunales y abogan casos o llevan a cabo acciones judiciales ante los tribunales de justicia o dan instrucciones a abogados para litigar ante los tribunales superiores de justicia. Se pueden desempeñar en notarías, gobierno, juzgados, fiscalías, buffet de abogados, establecimientos comerciales, financieros, industriales, entre otros.
38;2;12;48;7;1;2000000.0;84;2611;117347087;1;5;M;61;6;2611;abogado;Brindan asesoramiento jurídico y legal a sus clientes sobre una amplia variedad de temas, redactan documentos jurídicos, autentican firmas y documentos, representan a sus clientes ante órganos administrativos o tribunales y abogan casos o llevan a cabo acciones judiciales ante los tribunales de justicia o dan instrucciones a abogados para litigar ante los tribunales superiores de justicia. Se pueden desempeñar en notarías, gobierno, juzgados, fiscalías, buffet de abogados, establecimientos comerciales, financieros, industriales, entre otros.
24;2;12;40;7;1;2000000.0;84;2611;147347100;1;5;M;2;6;2611;abogado;Brindan asesoramiento jurídico y legal a sus clientes sobre una amplia variedad de temas, redactan documentos jurídicos, autentican firmas y documentos, representan a sus clientes ante órganos administrativos o tribunales y abogan casos o llevan a cabo acciones judiciales ante los tribunales de justicia o dan instrucciones a abogados para litigar ante los tribunales superiores de justicia. Se pueden desempeñar en notarías, gobierno, juzgados, fiscalías, buffet de abogados, establecimientos comerciales, financieros, industriales, entre otros.
1;4;12;20;1;1;16000000.0;84;2611;117347123;1;5;F;91;6;2611;abogado;Brindan asesoramiento jurídico y legal a sus clientes sobre una amplia variedad de temas, redactan documentos jurídicos, autentican firmas y documentos, representan a sus clientes ante órganos administrativos o tribunales y abogan casos o llevan a cabo acciones judiciales ante los tribunales de justicia o dan instrucciones a abogados para litigar ante los tribunales superiores de justicia. Se pueden desempeñar en notarías, gobierno, juzgados, fiscalías, buffet de abogados, establecimientos comerciales, financieros, industriales, entre otros.
480;4;12;60;1;3;6000000.0;69;2611;117347236;1;5;F;62;6;2611;abogado;Brindan asesoramiento jurídico y legal a sus clientes sobre una amplia variedad de temas, redactan documentos jurídicos, autentican firmas y documentos, representan a sus clientes ante órganos administrativos o tribunales y abogan casos o llevan a cabo acciones judiciales ante los tribunales de justicia o dan instrucciones a abogados para litigar ante los tribunales superiores de justicia. Se pueden desempeñar en notarías, gobierno, juzgados, fiscalías, buffet de abogados, establecimientos comerciales, financieros, industriales, entre otros.
180;2;12;40;7;1;3500000.0;84;2611;167347313;1;8;F;24;6;2611;abogado;Brindan asesoramiento jurídico y legal a sus clientes sobre una amplia variedad de temas, redactan documentos jurídicos, autentican firmas y documentos, representan a sus clientes ante órganos administrativos o tribunales y abogan casos o llevan a cabo acciones judiciales ante los tribunales de justicia o dan instrucciones a abogados para litigar ante los tribunales superiores de justicia. Se pueden desempeñar en notarías, gobierno, juzgados, fiscalías, buffet de abogados, establecimientos comerciales, financieros, industriales, entre otros.
300;4;10;40;1;2;2000000.0;69;2611;167347316;1;8;F;9;6;2611;abogado;Brindan asesoramiento jurídico y legal a sus clientes sobre una amplia variedad de temas, redactan documentos jurídicos, autentican firmas y documentos, representan a sus clientes ante órganos administrativos o tribunales y abogan casos o llevan a cabo acciones judiciales ante los tribunales de justicia o dan instrucciones a abogados para litigar ante los tribunales superiores de justicia. Se pueden desempeñar en notarías, gobierno, juzgados, fiscalías, buffet de abogados, establecimientos comerciales, financieros, industriales, entre otros.
6;4;12;48;7;2;1500000.0;69;2611;127347373;1;8;M;34;6;2611;abogado;Brindan asesoramiento jurídico y legal a sus clientes sobre una amplia variedad de temas, redactan documentos jurídicos, autentican firmas y documentos, representan a sus clientes ante órganos administrativos o tribunales y abogan casos o llevan a cabo acciones judiciales ante los tribunales de justicia o dan instrucciones a abogados para litigar ante los tribunales superiores de justicia. Se pueden desempeñar en notarías, gobierno, juzgados, fiscalías, buffet de abogados, establecimientos comerciales, financieros, industriales, entre otros.
15;4;12;48;7;2;2300000.0;69;2611;127347374;1;8;M;53;6;2611;abogado;Brindan asesoramiento jurídico y legal a sus clientes sobre una amplia variedad de temas, redactan documentos jurídicos, autentican firmas y documentos, representan a sus clientes ante órganos administrativos o tribunales y abogan casos o llevan a cabo acciones judiciales ante los tribunales de justicia o dan instrucciones a abogados para litigar ante los tribunales superiores de justicia. Se pueden desempeñar en notarías, gobierno, juzgados, fiscalías, buffet de abogados, establecimientos comerciales, financieros, industriales, entre otros.
24;4;12;40;7;1;2200000.0;84;2611;177347743;1;13;F;11;5;2611;abogado;Brindan asesoramiento jurídico y legal a sus clientes sobre una amplia variedad de temas, redactan documentos jurídicos, autentican firmas y documentos, representan a sus clientes ante órganos administrativos o tribunales y abogan casos o llevan a cabo acciones judiciales ante los tribunales de justicia o dan instrucciones a abogados para litigar ante los tribunales superiores de justicia. Se pueden desempeñar en notarías, gobierno, juzgados, fiscalías, buffet de abogados, establecimientos comerciales, financieros, industriales, entre otros.
71;2;12;40;7;1;3300000.0;84;2611;137347798;1;15;F;22;6;2611;abogado;Brindan asesoramiento jurídico y legal a sus clientes sobre una amplia variedad de temas, redactan documentos jurídicos, autentican firmas y documentos, representan a sus clientes ante órganos administrativos o tribunales y abogan casos o llevan a cabo acciones judiciales ante los tribunales de justicia o dan instrucciones a abogados para litigar ante los tribunales superiores de justicia. Se pueden desempeñar en notarías, gobierno, juzgados, fiscalías, buffet de abogados, establecimientos comerciales, financieros, industriales, entre otros.
48;1;12;45;1;1;5400000.0;86;2611;117347799;1;15;F;31;6;2611;abogado;Brindan asesoramiento jurídico y legal a sus clientes sobre una amplia variedad de temas, redactan documentos jurídicos, autentican firmas y documentos, representan a sus clientes ante órganos administrativos o tribunales y abogan casos o llevan a cabo acciones judiciales ante los tribunales de justicia o dan instrucciones a abogados para litigar ante los tribunales superiores de justicia. Se pueden desempeñar en notarías, gobierno, juzgados, fiscalías, buffet de abogados, establecimientos comerciales, financieros, industriales, entre otros.
36;4;12;60;1;1;7000000.0;84;2611;147347810;1;15;F;27;6;2611;abogado;Brindan asesoramiento jurídico y legal a sus clientes sobre una amplia variedad de temas, redactan documentos jurídicos, autentican firmas y documentos, representan a sus clientes ante órganos administrativos o tribunales y abogan casos o llevan a cabo acciones judiciales ante los tribunales de justicia o dan instrucciones a abogados para litigar ante los tribunales superiores de justicia. Se pueden desempeñar en notarías, gobierno, juzgados, fiscalías, buffet de abogados, establecimientos comerciales, financieros, industriales, entre otros.
96;1;12;45;7;1;2500000.0;41;2611;127347828;1;15;M;13;6;2611;abogado;Brindan asesoramiento jurídico y legal a sus clientes sobre una amplia variedad de temas, redactan documentos jurídicos, autentican firmas y documentos, representan a sus clientes ante órganos administrativos o tribunales y abogan casos o llevan a cabo acciones judiciales ante los tribunales de justicia o dan instrucciones a abogados para litigar ante los tribunales superiores de justicia. Se pueden desempeñar en notarías, gobierno, juzgados, fiscalías, buffet de abogados, establecimientos comerciales, financieros, industriales, entre otros.
192;4;12;40;7;1;1000000.0;69;2611;127347831;1;15;F;44;6;2611;abogado;Brindan asesoramiento jurídico y legal a sus clientes sobre una amplia variedad de temas, redactan documentos jurídicos, autentican firmas y documentos, representan a sus clientes ante órganos administrativos o tribunales y abogan casos o llevan a cabo acciones judiciales ante los tribunales de justicia o dan instrucciones a abogados para litigar ante los tribunales superiores de justicia. Se pueden desempeñar en notarías, gobierno, juzgados, fiscalías, buffet de abogados, establecimientos comerciales, financieros, industriales, entre otros.
36;4;12;30;1;2;0.0;69;2611;117347860;1;15;F;51;6;2611;abogado;Brindan asesoramiento jurídico y legal a sus clientes sobre una amplia variedad de temas, redactan documentos jurídicos, autentican firmas y documentos, representan a sus clientes ante órganos administrativos o tribunales y abogan casos o llevan a cabo acciones judiciales ante los tribunales de justicia o dan instrucciones a abogados para litigar ante los tribunales superiores de justicia. Se pueden desempeñar en notarías, gobierno, juzgados, fiscalías, buffet de abogados, establecimientos comerciales, financieros, industriales, entre otros.
48;2;12;48;7;1;4200000.0;84;2611;137347912;1;17;F;38;6;2611;abogado;Brindan asesoramiento jurídico y legal a sus clientes sobre una amplia variedad de temas, redactan documentos jurídicos, autentican firmas y documentos, representan a sus clientes ante órganos administrativos o tribunales y abogan casos o llevan a cabo acciones judiciales ante los tribunales de justicia o dan instrucciones a abogados para litigar ante los tribunales superiores de justicia. Se pueden desempeñar en notarías, gobierno, juzgados, fiscalías, buffet de abogados, establecimientos comerciales, financieros, industriales, entre otros.
72;4;12;40;7;2;500000.0;69;2611;127347921;1;17;F;48;6;2611;abogado;Brindan asesoramiento jurídico y legal a sus clientes sobre una amplia variedad de temas, redactan documentos jurídicos, autentican firmas y documentos, representan a sus clientes ante órganos administrativos o tribunales y abogan casos o llevan a cabo acciones judiciales ante los tribunales de justicia o dan instrucciones a abogados para litigar ante los tribunales superiores de justicia. Se pueden desempeñar en notarías, gobierno, juzgados, fiscalías, buffet de abogados, establecimientos comerciales, financieros, industriales, entre otros.
5;4;12;48;1;2;2000000.0;69;2611;147347949;1;17;F;18;6;2611;abogado;Brindan asesoramiento jurídico y legal a sus clientes sobre una amplia variedad de temas, redactan documentos jurídicos, autentican firmas y documentos, representan a sus clientes ante órganos administrativos o tribunales y abogan casos o llevan a cabo acciones judiciales ante los tribunales de justicia o dan instrucciones a abogados para litigar ante los tribunales superiores de justicia. Se pueden desempeñar en notarías, gobierno, juzgados, fiscalías, buffet de abogados, establecimientos comerciales, financieros, industriales, entre otros.
54;1;12;48;7;1;1600000.0;64;2611;127347959;1;17;M;24;6;2611;abogado;Brindan asesoramiento jurídico y legal a sus clientes sobre una amplia variedad de temas, redactan documentos jurídicos, autentican firmas y documentos, representan a sus clientes ante órganos administrativos o tribunales y abogan casos o llevan a cabo acciones judiciales ante los tribunales de justicia o dan instrucciones a abogados para litigar ante los tribunales superiores de justicia. Se pueden desempeñar en notarías, gobierno, juzgados, fiscalías, buffet de abogados, establecimientos comerciales, financieros, industriales, entre otros.
120;4;12;40;7;2;1000000.0;69;2611;127347964;1;17;F;10;6;2611;abogado;Brindan asesoramiento jurídico y legal a sus clientes sobre una amplia variedad de temas, redactan documentos jurídicos, autentican firmas y documentos, representan a sus clientes ante órganos administrativos o tribunales y abogan casos o llevan a cabo acciones judiciales ante los tribunales de justicia o dan instrucciones a abogados para litigar ante los tribunales superiores de justicia. Se pueden desempeñar en notarías, gobierno, juzgados, fiscalías, buffet de abogados, establecimientos comerciales, financieros, industriales, entre otros.
24;4;12;40;5;1;4500000.0;71;2611;117348087;1;17;F;34;6;2611;abogado;Brindan asesoramiento jurídico y legal a sus clientes sobre una amplia variedad de temas, redactan documentos jurídicos, autentican firmas y documentos, representan a sus clientes ante órganos administrativos o tribunales y abogan casos o llevan a cabo acciones judiciales ante los tribunales de justicia o dan instrucciones a abogados para litigar ante los tribunales superiores de justicia. Se pueden desempeñar en notarías, gobierno, juzgados, fiscalías, buffet de abogados, establecimientos comerciales, financieros, industriales, entre otros.
28;4;12;120;7;1;4250000.0;84;2611;147348096;1;18;M;36;6;2611;abogado;Brindan asesoramiento jurídico y legal a sus clientes sobre una amplia variedad de temas, redactan documentos jurídicos, autentican firmas y documentos, representan a sus clientes ante órganos administrativos o tribunales y abogan casos o llevan a cabo acciones judiciales ante los tribunales de justicia o dan instrucciones a abogados para litigar ante los tribunales superiores de justicia. Se pueden desempeñar en notarías, gobierno, juzgados, fiscalías, buffet de abogados, establecimientos comerciales, financieros, industriales, entre otros.
12;4;12;40;1;1;4472000.0;84;2611;117348097;1;18;M;32;6;2611;abogado;Brindan asesoramiento jurídico y legal a sus clientes sobre una amplia variedad de temas, redactan documentos jurídicos, autentican firmas y documentos, representan a sus clientes ante órganos administrativos o tribunales y abogan casos o llevan a cabo acciones judiciales ante los tribunales de justicia o dan instrucciones a abogados para litigar ante los tribunales superiores de justicia. Se pueden desempeñar en notarías, gobierno, juzgados, fiscalías, buffet de abogados, establecimientos comerciales, financieros, industriales, entre otros.
180;2;12;48;7;1;5000000.0;84;2611;117348128;1;18;M;44;6;2611;abogado;Brindan asesoramiento jurídico y legal a sus clientes sobre una amplia variedad de temas, redactan documentos jurídicos, autentican firmas y documentos, representan a sus clientes ante órganos administrativos o tribunales y abogan casos o llevan a cabo acciones judiciales ante los tribunales de justicia o dan instrucciones a abogados para litigar ante los tribunales superiores de justicia. Se pueden desempeñar en notarías, gobierno, juzgados, fiscalías, buffet de abogados, establecimientos comerciales, financieros, industriales, entre otros.
5;4;5;48;7;1;700000.0;35;2611;117348146;1;18;F;23;6;2611;abogado;Brindan asesoramiento jurídico y legal a sus clientes sobre una amplia variedad de temas, redactan documentos jurídicos, autentican firmas y documentos, representan a sus clientes ante órganos administrativos o tribunales y abogan casos o llevan a cabo acciones judiciales ante los tribunales de justicia o dan instrucciones a abogados para litigar ante los tribunales superiores de justicia. Se pueden desempeñar en notarías, gobierno, juzgados, fiscalías, buffet de abogados, establecimientos comerciales, financieros, industriales, entre otros.
120;4;12;36;7;1;3000000.0;69;2611;127348172;1;18;F;26;6;2611;abogado;Brindan asesoramiento jurídico y legal a sus clientes sobre una amplia variedad de temas, redactan documentos jurídicos, autentican firmas y documentos, representan a sus clientes ante órganos administrativos o tribunales y abogan casos o llevan a cabo acciones judiciales ante los tribunales de justicia o dan instrucciones a abogados para litigar ante los tribunales superiores de justicia. Se pueden desempeñar en notarías, gobierno, juzgados, fiscalías, buffet de abogados, establecimientos comerciales, financieros, industriales, entre otros.
24;4;6;40;1;1;5000000.0;84;2611;117348175;1;18;F;32;6;2611;abogado;Brindan asesoramiento jurídico y legal a sus clientes sobre una amplia variedad de temas, redactan documentos jurídicos, autentican firmas y documentos, representan a sus clientes ante órganos administrativos o tribunales y abogan casos o llevan a cabo acciones judiciales ante los tribunales de justicia o dan instrucciones a abogados para litigar ante los tribunales superiores de justicia. Se pueden desempeñar en notarías, gobierno, juzgados, fiscalías, buffet de abogados, establecimientos comerciales, financieros, industriales, entre otros.
300;2;12;40;7;1;8400000.0;84;2611;137348218;1;19;F;12;6;2611;abogado;Brindan asesoramiento jurídico y legal a sus clientes sobre una amplia variedad de temas, redactan documentos jurídicos, autentican firmas y documentos, representan a sus clientes ante órganos administrativos o tribunales y abogan casos o llevan a cabo acciones judiciales ante los tribunales de justicia o dan instrucciones a abogados para litigar ante los tribunales superiores de justicia. Se pueden desempeñar en notarías, gobierno, juzgados, fiscalías, buffet de abogados, establecimientos comerciales, financieros, industriales, entre otros.
48;2;12;48;7;1;4500000.0;84;2611;137348309;1;20;M;12;6;2611;abogado;Brindan asesoramiento jurídico y legal a sus clientes sobre una amplia variedad de temas, redactan documentos jurídicos, autentican firmas y documentos, representan a sus clientes ante órganos administrativos o tribunales y abogan casos o llevan a cabo acciones judiciales ante los tribunales de justicia o dan instrucciones a abogados para litigar ante los tribunales superiores de justicia. Se pueden desempeñar en notarías, gobierno, juzgados, fiscalías, buffet de abogados, establecimientos comerciales, financieros, industriales, entre otros.
60;2;12;48;7;1;3000000.0;84;2611;137348319;1;20;F;9;6;2611;abogado;Brindan asesoramiento jurídico y legal a sus clientes sobre una amplia variedad de temas, redactan documentos jurídicos, autentican firmas y documentos, representan a sus clientes ante órganos administrativos o tribunales y abogan casos o llevan a cabo acciones judiciales ante los tribunales de justicia o dan instrucciones a abogados para litigar ante los tribunales superiores de justicia. Se pueden desempeñar en notarías, gobierno, juzgados, fiscalías, buffet de abogados, establecimientos comerciales, financieros, industriales, entre otros.
52;4;12;40;7;1;4900000.0;69;2611;127348434;1;23;F;15;6;2611;abogado;Brindan asesoramiento jurídico y legal a sus clientes sobre una amplia variedad de temas, redactan documentos jurídicos, autentican firmas y documentos, representan a sus clientes ante órganos administrativos o tribunales y abogan casos o llevan a cabo acciones judiciales ante los tribunales de justicia o dan instrucciones a abogados para litigar ante los tribunales superiores de justicia. Se pueden desempeñar en notarías, gobierno, juzgados, fiscalías, buffet de abogados, establecimientos comerciales, financieros, industriales, entre otros.
0;4;12;40;7;1;2300000.0;84;2611;127348447;1;23;M;28;6;2611;abogado;Brindan asesoramiento jurídico y legal a sus clientes sobre una amplia variedad de temas, redactan documentos jurídicos, autentican firmas y documentos, representan a sus clientes ante órganos administrativos o tribunales y abogan casos o llevan a cabo acciones judiciales ante los tribunales de justicia o dan instrucciones a abogados para litigar ante los tribunales superiores de justicia. Se pueden desempeñar en notarías, gobierno, juzgados, fiscalías, buffet de abogados, establecimientos comerciales, financieros, industriales, entre otros.
24;4;12;40;1;1;2000000.0;69;2611;127348912;1;44;F;72;6;2611;abogado;Brindan asesoramiento jurídico y legal a sus clientes sobre una amplia variedad de temas, redactan documentos jurídicos, autentican firmas y documentos, representan a sus clientes ante órganos administrativos o tribunales y abogan casos o llevan a cabo acciones judiciales ante los tribunales de justicia o dan instrucciones a abogados para litigar ante los tribunales superiores de justicia. Se pueden desempeñar en notarías, gobierno, juzgados, fiscalías, buffet de abogados, establecimientos comerciales, financieros, industriales, entre otros.
4;4;4;20;5;2;0.0;69;2611;147349239;1;52;M;9;6;2611;abogado;Brindan asesoramiento jurídico y legal a sus clientes sobre una amplia variedad de temas, redactan documentos jurídicos, autentican firmas y documentos, representan a sus clientes ante órganos administrativos o tribunales y abogan casos o llevan a cabo acciones judiciales ante los tribunales de justicia o dan instrucciones a abogados para litigar ante los tribunales superiores de justicia. Se pueden desempeñar en notarías, gobierno, juzgados, fiscalías, buffet de abogados, establecimientos comerciales, financieros, industriales, entre otros.
72;1;12;60;7;1;1500000.0;65;2611;117349310;1;52;M;28;6;2611;abogado;Brindan asesoramiento jurídico y legal a sus clientes sobre una amplia variedad de temas, redactan documentos jurídicos, autentican firmas y documentos, representan a sus clientes ante órganos administrativos o tribunales y abogan casos o llevan a cabo acciones judiciales ante los tribunales de justicia o dan instrucciones a abogados para litigar ante los tribunales superiores de justicia. Se pueden desempeñar en notarías, gobierno, juzgados, fiscalías, buffet de abogados, establecimientos comerciales, financieros, industriales, entre otros.
130;2;12;40;7;1;5900000.0;84;2611;127349404;1;63;M;25;6;2611;abogado;Brindan asesoramiento jurídico y legal a sus clientes sobre una amplia variedad de temas, redactan documentos jurídicos, autentican firmas y documentos, representan a sus clientes ante órganos administrativos o tribunales y abogan casos o llevan a cabo acciones judiciales ante los tribunales de justicia o dan instrucciones a abogados para litigar ante los tribunales superiores de justicia. Se pueden desempeñar en notarías, gobierno, juzgados, fiscalías, buffet de abogados, establecimientos comerciales, financieros, industriales, entre otros.
15;4;12;30;7;1;8610000.0;84;2611;117349405;1;63;F;79;6;2611;abogado;Brindan asesoramiento jurídico y legal a sus clientes sobre una amplia variedad de temas, redactan documentos jurídicos, autentican firmas y documentos, representan a sus clientes ante órganos administrativos o tribunales y abogan casos o llevan a cabo acciones judiciales ante los tribunales de justicia o dan instrucciones a abogados para litigar ante los tribunales superiores de justicia. Se pueden desempeñar en notarías, gobierno, juzgados, fiscalías, buffet de abogados, establecimientos comerciales, financieros, industriales, entre otros.
340;2;12;40;7;1;4500000.0;84;2611;127349406;1;63;F;29;6;2611;abogado;Brindan asesoramiento jurídico y legal a sus clientes sobre una amplia variedad de temas, redactan documentos jurídicos, autentican firmas y documentos, representan a sus clientes ante órganos administrativos o tribunales y abogan casos o llevan a cabo acciones judiciales ante los tribunales de justicia o dan instrucciones a abogados para litigar ante los tribunales superiores de justicia. Se pueden desempeñar en notarías, gobierno, juzgados, fiscalías, buffet de abogados, establecimientos comerciales, financieros, industriales, entre otros.
