CONTRATO_CONT;CONTRATO_TRABAJO;MESES_TRABAJO;HORAS_SEMANA_TRAB;TRABAJO_LUGAR;FONDO;INGRESOS_LABORALES;ACTIVIDAD_DEDICA;OFICIO_C8;ID;URB_RURAL;DEPARTAMENTO;SEXO;AÑOS_CUMPLIDOS;CULTURA;Código C.I.U.O.;Nombre Denominación;Descripción Ocupación
2;4;5;50;7;2;150000.0;96;5141;117345835;1;47;M;46;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
5;4;5;72;7;2;2000000.0;96;5141;127345860;1;50;F;25;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
18;4;12;24;6;2;200000.0;96;5141;117345877;1;50;F;21;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
180;5;12;56;7;3;1800000.0;96;5141;147345892;1;52;F;14;5;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
120;4;12;30;1;2;300000.0;96;5141;157345898;1;52;F;2;5;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
48;4;12;10;2;2;300000.0;96;5141;127345912;1;52;F;31;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
120;4;10;54;1;2;200000.0;96;5141;117345974;1;54;F;48;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
8;1;11;48;7;2;1100000.0;96;5141;127346034;1;54;M;53;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
48;1;12;50;7;2;1200000.0;96;5141;117346052;1;63;M;55;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
12;4;12;10;7;2;250000.0;96;5141;137346054;1;63;M;9;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
300;4;10;20;1;2;1000000.0;96;5141;127346080;1;63;F;51;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
8;5;8;54;7;1;1800000.0;96;5141;117346110;1;66;F;52;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
6;1;6;16;7;2;300000.0;96;5141;117346134;1;66;F;58;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
48;4;6;40;2;2;280000.0;96;5141;117346170;1;66;M;33;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
180;4;8;10;1;2;300000.0;96;5141;137346181;1;66;F;18;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
120;4;11;45;1;2;180000.0;96;5141;117346193;1;66;M;30;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
24;4;12;30;1;2;300000.0;96;5141;117346228;1;68;M;27;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
18;4;12;38;2;2;950000.0;96;5141;117346247;1;68;F;54;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
36;4;12;40;1;2;900000.0;96;5141;137346247;1;68;M;58;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
24;4;12;48;7;2;1800000.0;96;5141;127346255;1;68;F;9;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
24;1;12;48;7;2;1160000.0;96;5141;117346256;1;68;M;41;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
6;4;12;70;1;2;400000.0;96;5141;127346297;1;68;F;43;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
16;4;12;56;7;2;800000.0;96;5141;117346332;1;68;F;62;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
4;4;4;40;1;2;500000.0;96;5141;117346338;1;70;F;46;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
240;4;12;48;6;2;300000.0;96;5141;127346369;1;73;F;51;6;5141;barbero;Aplican técnicas de peluquería para el cuidado, modificación y embellecimiento cosmético del cabello, cuero cabelludo y pelo facial en condiciones bioseguras. Orientan la imagen del cliente con técnicas de estilismo capilar, pueden vender productos cosméticos capilares. Se pueden desempeñar en salas de belleza, peluquerías y barberías, distribuidoras y comercializadoras de productos cosméticos, entre otros.
