CONTRATO_CONT;CONTRATO_TRABAJO;MESES_TRABAJO;HORAS_SEMANA_TRAB;TRABAJO_LUGAR;FONDO;INGRESOS_LABORALES;ACTIVIDAD_DEDICA;OFICIO_C8;ID;URB_RURAL;DEPARTAMENTO;SEXO;AÑOS_CUMPLIDOS;AÑO_NACIMIENTO;CULTURA;Código C.I.U.O.;Nombre Denominación;Descripción Ocupación;EDAD;VALOR_HORA
3;1;12;48;7;1;1350000.0;47;7411;117338369;1;5;M;43;1979.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;43.0;6480.4
276;2;12;49;7;1;2000000.0;84;7411;127338494;1;13;F;13;2010.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;12.0;9404.7
20;4;12;50;2;2;500000.0;43;7411;227338580;1;13;F;15;2007.0;5;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;15.0;2304.1
60;4;12;56;2;2;800000.0;43;7411;117338642;1;15;F;20;2002.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;20.0;3291.6
72;1;12;48;7;1;1300000.0;55;7411;117338672;1;15;F;40;1982.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;40.0;6240.4
12;1;12;48;2;1;1200000.0;43;7411;127338686;1;18;M;20;2002.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;20.0;5760.4
96;4;12;40;2;1;650000.0;43;7411;147338716;1;18;M;10;2012.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;10.0;3744.2
2;1;12;48;9;1;1160000.0;41;7411;127338808;1;19;M;31;1991.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;31.0;5568.4
240;4;12;72;2;2;500000.0;43;7411;127338991;1;27;M;18;2004.0;5;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;18.0;1600.1
8;1;8;48;7;1;1160000.0;43;7411;127339024;1;27;F;30;1992.0;5;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;30.0;5568.4
360;4;12;60;2;2;700000.0;43;7411;117339338;1;52;F;46;1976.0;5;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;46.0;2688.2
10;1;12;48;7;1;1160000.0;43;7411;117339342;1;52;F;55;1967.0;5;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;55.0;5568.4
180;4;12;35;7;2;1700000.0;95;7411;147339350;1;52;M;60;1962.0;5;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;60.0;11191.6
60;1;12;50;2;1;1350000.0;43;7411;117339432;1;52;F;70;1952.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;70.0;6221.2
3;1;3;30;2;2;600000.0;43;7411;117339435;1;52;F;32;1990.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;32.0;4608.3
20;4;12;12;2;2;100000.0;43;7411;117339521;1;54;M;31;1991.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;31.0;1920.1
396;4;12;48;2;1;1800000.0;43;7411;127339540;1;54;F;60;1962.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;60.0;8640.6
120;4;12;30;2;2;500000.0;43;7411;147339587;1;63;M;18;2004.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;18.0;3840.2
180;4;12;48;2;2;900000.0;43;7411;127339632;1;66;F;15;2007.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;15.0;4320.3
48;1;7;40;2;3;550000.0;43;7411;127339662;1;66;F;85;0.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;85.0;3168.2
120;4;12;48;2;2;1700000.0;43;7411;127339729;1;66;M;50;0.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;50.0;8160.5
240;4;12;30;2;2;500000.0;43;7411;127339830;1;68;F;38;1985.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;37.0;3840.2
120;4;12;48;2;2;200000.0;95;7411;117339861;1;68;F;85;1937.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;85.0;960.1
36;1;12;45;2;2;900000.0;43;7411;137339978;1;76;M;15;2007.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;15.0;4608.3
18;1;12;60;2;2;1500000.0;43;7411;137340117;1;81;F;21;2001.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;21.0;5760.4
98;4;12;45;2;2;800000.0;95;7411;147340118;1;81;F;14;2008.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;14.0;4096.3
12;1;12;48;2;1;1800000.0;43;7411;117340141;1;86;F;21;2001.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;21.0;8640.6
12;1;12;48;7;1;1500000.0;56;7411;167340152;1;86;M;9;2013.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;9.0;7200.5
360;4;11;45;2;2;350000.0;43;7411;137340212;1;88;F;22;2000.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;22.0;1792.1
60;1;12;60;7;1;1160000.0;61;7411;117340358;2;63;M;56;1966.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;56.0;4454.7
72;4;12;48;1;2;1600000.0;95;7411;167340406;1;5;F;50;1973.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;49.0;7680.5
189;4;11;48;1;1;3500000.0;95;7411;137340431;1;5;M;37;1985.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;37.0;16801.1
3;1;3;48;5;1;1300000.0;61;7411;117340535;1;5;F;29;1993.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;29.0;6240.4
2;1;2;54;6;1;1700000.0;35;7411;167340643;1;8;F;22;2000.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;22.0;7253.8
12;1;12;48;4;1;1160000.0;60;7411;127340917;1;11;F;59;1963.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;59.0;5568.4
360;4;12;30;5;2;500000.0;43;7411;117340939;1;11;M;57;1965.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;57.0;3840.2
60;1;12;48;7;1;2000000.0;45;7411;157340979;1;13;F;22;2000.0;5;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;22.0;9600.6
264;4;12;40;2;2;1300000.0;43;7411;117341291;1;17;M;41;1981.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;41.0;7488.5
7;1;12;48;7;1;1870000.0;35;7411;147341361;1;17;F;27;1995.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;27.0;8976.6
564;4;12;48;2;2;2000000.0;43;7411;127341409;1;17;M;22;2000.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;22.0;9600.6
0;5;10;48;9;1;4000000.0;43;7411;127341459;1;17;F;63;1959.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;63.0;19201.2
36;4;12;35;2;2;1100000.0;43;7411;117341464;1;18;F;42;1980.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;42.0;7241.6
12;1;12;44;9;1;1160000.0;43;7411;117341472;1;18;M;33;1989.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;33.0;6074.6
2;4;10;50;2;2;1500000.0;43;7411;127341474;1;18;F;44;1979.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;43.0;6912.4
50;1;12;48;5;1;1800000.0;43;7411;117341946;1;25;F;29;1993.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;29.0;8640.6
24;4;12;60;2;2;250000.0;43;7411;127341978;1;27;M;63;1959.0;5;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;63.0;960.1
120;4;12;28;2;3;800000.0;43;7411;137342132;1;41;F;36;1986.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;36.0;6583.3
4;1;6;48;7;1;1160000.0;28;7411;147342420;1;52;M;7;2015.0;5;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;7.0;5568.4
300;4;12;40;2;2;900000.0;43;7411;117342958;1;66;M;49;1973.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;49.0;5184.3
2;4;6;16;2;2;300000.0;43;7411;127343203;1;70;M;32;1990.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;32.0;4320.3
96;1;12;48;7;1;1600000.0;43;7411;117343296;1;73;M;25;1997.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;25.0;7680.5
96;4;12;48;2;2;1200000.0;43;7411;147343470;1;76;F;8;2014.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;8.0;5760.4
200;1;12;48;7;1;1200000.0;46;7411;117343636;1;86;M;56;0.0;1;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;56.0;5760.4
180;4;12;48;2;2;10000000.0;43;7411;117343859;2;63;M;66;1956.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;66.0;48003.1
12;1;12;48;2;2;1500000.0;43;7411;117343901;1;66;F;36;1986.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;36.0;7200.5
300;4;12;35;2;2;800000.0;43;7411;147344276;1;41;M;15;2008.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;14.0;5266.6
245;4;12;38;2;2;950000.0;43;7411;127344360;1;44;M;57;1965.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;57.0;5760.4
2;1;2;48;8;1;1300000.0;42;7411;117344397;1;44;F;35;1988.0;1;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;34.0;6240.4
0;1;1;8;2;2;25000.0;43;7411;127344502;1;54;M;32;1990.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;32.0;720.0
60;4;12;48;2;2;2000000.0;43;7411;117345132;1;5;M;71;1951.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;71.0;9600.6
444;1;12;48;6;1;3100000.0;35;7411;127345225;1;11;F;29;1993.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;29.0;14881.0
90;4;1;48;2;3;600000.0;43;7411;127345252;1;11;M;9;2013.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;9.0;2880.2
108;1;12;48;2;1;1160000.0;43;7411;127345254;1;11;M;11;2011.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;11.0;5568.4
240;4;12;35;2;2;1200000.0;43;7411;147345280;1;13;M;8;2014.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;8.0;7899.9
120;4;12;48;2;2;1400000.0;43;7411;137345361;1;13;M;10;2012.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;10.0;6720.4
0;1;12;48;9;1;1160000.0;43;7411;127345419;1;17;M;20;2002.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;20.0;5568.4
12;4;12;40;1;2;500000.0;43;7411;127345434;1;17;M;17;2005.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;17.0;2880.2
2;4;10;48;2;2;1160000.0;43;7411;117345528;1;18;F;32;1990.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;32.0;5568.4
243;4;12;54;2;2;850000.0;95;7411;117345693;1;27;M;50;1972.0;5;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;50.0;3626.9
110;1;12;48;7;1;1570000.0;9;7411;127345773;1;41;F;22;2000.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;22.0;7536.5
45;4;12;48;2;2;300000.0;43;7411;117345798;1;47;F;44;1978.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;44.0;1440.1
84;4;12;60;6;2;1000000.0;43;7411;127345800;1;47;F;28;1994.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;28.0;3840.2
48;5;12;50;2;1;6000000.0;43;7411;127345854;1;50;M;17;2005.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;17.0;27649.8
36;1;12;48;7;1;1200000.0;68;7411;117345930;1;52;F;43;1980.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;42.0;5760.4
