CONTRATO_CONT;CONTRATO_TRABAJO;MESES_TRABAJO;HORAS_SEMANA_TRAB;TRABAJO_LUGAR;FONDO;INGRESOS_LABORALES;ACTIVIDAD_DEDICA;OFICIO_C8;ID;URB_RURAL;DEPARTAMENTO;SEXO;AÑOS_CUMPLIDOS;AÑO_NACIMIENTO;CULTURA;Código C.I.U.O.;Nombre Denominación;Descripción Ocupación;EDAD;VALOR_HORA
360;1;12;60;7;1;2000000.0;35;7411;137345982;1;54;M;41;1981.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;41.0;7680.5
240;4;12;40;2;2;800000.0;43;7411;127346029;1;54;M;41;1981.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;41.0;4608.3
12;1;12;40;2;2;1200000.0;95;7411;117346159;1;66;M;79;1943.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;79.0;6912.4
120;1;12;48;7;3;1160000.0;43;7411;137346229;1;68;M;5;2017.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;5.0;5568.4
240;1;12;48;6;1;1160000.0;42;7411;137346267;1;68;M;13;2009.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;13.0;5568.4
264;1;12;48;6;1;1160000.0;42;7411;147346267;1;68;M;52;1970.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;52.0;5568.4
2;1;10;48;7;1;800000.0;43;7411;117346288;1;68;M;32;1990.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;32.0;3840.2
14;1;12;48;7;1;1200000.0;43;7411;127346304;1;68;F;65;1957.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;65.0;5760.4
24;1;12;48;4;1;1500000.0;35;7411;117346382;1;76;F;19;2003.0;5;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;19.0;7200.5
36;1;12;48;5;1;1116000.0;35;7411;117346508;1;88;M;40;1982.0;3;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;40.0;5357.1
32;4;12;40;2;2;920000.0;43;7411;127346904;1;66;F;36;1986.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;36.0;5299.5
240;4;12;40;2;2;700000.0;43;7411;117347005;1;5;F;27;1995.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;27.0;4032.3
480;4;12;45;9;2;1500000.0;43;7411;127347130;1;5;F;96;1926.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;96.0;7680.5
480;4;12;35;7;2;1500000.0;43;7411;117347144;1;5;F;72;1951.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;71.0;9874.9
300;4;12;20;2;2;500000.0;43;7411;117347209;1;5;M;24;1998.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;24.0;5760.4
240;4;12;48;7;2;10000000.0;43;7411;147347325;1;8;F;26;1996.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;26.0;48003.1
363;4;7;40;2;2;1200000.0;43;7411;117347459;1;11;M;60;1962.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;60.0;6912.4
36;1;12;58;7;1;1700000.0;43;7411;127347730;1;13;F;11;2011.0;5;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;11.0;6753.5
24;4;12;48;2;2;1800000.0;43;7411;117347759;1;15;M;34;1989.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;33.0;8640.6
24;1;12;48;2;2;1200000.0;43;7411;117347834;1;15;F;41;1981.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;41.0;5760.4
3;4;12;50;2;2;1600000.0;43;7411;127347845;1;15;F;46;1976.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;46.0;7373.3
36;4;12;48;2;2;1160000.0;43;7411;127347945;1;17;F;21;2001.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;21.0;5568.4
24;1;12;48;9;2;960000.0;43;7411;147347956;1;17;M;8;2014.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;8.0;4608.3
288;1;12;40;6;1;1500000.0;43;7411;127348260;1;19;F;44;1978.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;44.0;8640.6
3;1;3;48;7;1;1500000.0;43;7411;157348322;1;20;F;21;2001.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;21.0;7200.5
10;1;10;44;6;1;1450000.0;43;7411;127348437;1;23;F;77;1945.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;77.0;7593.2
24;1;12;48;7;1;1160000.0;43;7411;117348458;1;23;M;63;1959.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;63.0;5568.4
68;1;12;48;7;1;1160000.0;43;7411;137348826;1;44;F;50;1972.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;50.0;5568.4
7;1;12;48;7;1;1160000.0;5;7411;147349090;1;50;F;18;2004.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;18.0;5568.4
198;1;12;48;5;1;1533000.0;61;7411;147349140;1;50;F;24;1998.0;6;7411;electricista;Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.;24.0;7358.9
