MONTHS_WORKED;HOURS_PER_WEEK;URBAN_RURAL;SEX;AGE_RANGE;SALARY_RANK;SEX_BK;OCCUPATION_BK;AGE_RANGE_BK;OCCUPATION
12;56;1;0;1;2;F;chef;ADULTEZ;15
12;70;1;0;1;2;F;chef;ADULTEZ;15
12;70;1;0;1;2;F;chef;ADULTEZ;15
12;70;1;0;1;2;F;chef;ADULTEZ;15
10;60;1;1;0;2;M;chef;ADOLESCENCIA;15
11;40;1;0;5;2;F;chef;VEJEZ;15
12;56;1;0;1;2;F;chef;ADULTEZ;15
12;48;2;0;1;3;F;chef;ADULTEZ;15
12;48;1;0;1;2;F;chef;ADULTEZ;15
12;48;1;0;1;2;F;chef;ADULTEZ;15
12;84;1;1;3;2;M;chef;JUVENTUD;15
12;45;1;0;5;1;F;chef;VEJEZ;15
12;48;1;0;1;2;F;chef;ADULTEZ;15
10;60;1;1;0;2;M;chef;ADOLESCENCIA;15
12;84;1;1;3;2;M;chef;JUVENTUD;15
12;40;1;1;0;1;M;chef;ADOLESCENCIA;15
12;70;1;0;1;2;F;chef;ADULTEZ;15
12;70;1;0;1;2;F;chef;ADULTEZ;15
12;70;1;0;1;2;F;chef;ADULTEZ;15
11;40;1;0;5;2;F;chef;VEJEZ;15
12;48;1;0;5;2;F;chef;VEJEZ;15
12;48;2;0;1;3;F;chef;ADULTEZ;15
12;48;1;0;3;2;F;chef;JUVENTUD;15
12;24;1;0;3;1;F;chef;JUVENTUD;15
12;40;1;1;0;1;M;chef;ADOLESCENCIA;15
12;48;1;1;3;1;M;chef;JUVENTUD;15
12;70;1;0;1;2;F;chef;ADULTEZ;15
12;84;1;0;5;2;F;chef;VEJEZ;15
12;24;1;0;3;1;F;chef;JUVENTUD;15
12;70;1;0;1;2;F;chef;ADULTEZ;15
12;48;1;1;3;1;M;chef;JUVENTUD;15
12;48;1;0;3;2;F;chef;JUVENTUD;15
12;48;1;1;3;2;M;chef;JUVENTUD;15
12;45;1;0;5;1;F;chef;VEJEZ;15
12;48;1;0;5;2;F;chef;VEJEZ;15
12;50;1;0;3;3;F;chef;JUVENTUD;15
12;48;1;1;3;2;M;chef;JUVENTUD;15
12;50;1;0;3;3;F;chef;JUVENTUD;15
12;48;1;1;5;2;M;chef;VEJEZ;15
10;60;1;1;0;2;M;chef;ADOLESCENCIA;15
12;48;1;0;2;2;F;chef;INFANCIA;15
12;48;1;1;2;2;M;chef;INFANCIA;15
12;24;1;0;3;1;F;chef;JUVENTUD;15
12;50;1;1;2;2;M;chef;INFANCIA;15
10;60;1;1;0;2;M;chef;ADOLESCENCIA;15
12;84;1;1;3;2;M;chef;JUVENTUD;15
11;60;1;1;0;2;M;chef;ADOLESCENCIA;15
12;56;1;0;1;2;F;chef;ADULTEZ;15
12;56;1;0;1;2;F;chef;ADULTEZ;15
12;70;1;0;1;2;F;chef;ADULTEZ;15
12;56;1;0;1;2;F;chef;ADULTEZ;15
12;48;1;1;2;2;M;chef;INFANCIA;15
12;48;1;0;5;2;F;chef;VEJEZ;15
12;48;1;0;5;2;F;chef;VEJEZ;15
11;60;1;1;0;2;M;chef;ADOLESCENCIA;15
12;70;1;0;1;2;F;chef;ADULTEZ;15
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
12;40;1;1;1;2;M;conserje;ADULTEZ;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;40;1;1;1;2;M;conserje;ADULTEZ;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;40;1;1;1;2;M;conserje;ADULTEZ;17
12;40;1;1;1;2;M;conserje;ADULTEZ;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
12;40;1;1;1;2;M;conserje;ADULTEZ;17
12;40;1;1;1;2;M;conserje;ADULTEZ;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;40;1;1;1;2;M;conserje;ADULTEZ;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
12;40;1;1;1;2;M;conserje;ADULTEZ;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;40;1;1;1;2;M;conserje;ADULTEZ;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;40;1;1;1;2;M;conserje;ADULTEZ;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;40;1;1;1;2;M;conserje;ADULTEZ;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
12;40;1;1;1;2;M;conserje;ADULTEZ;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;40;1;1;1;2;M;conserje;ADULTEZ;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;40;1;1;1;2;M;conserje;ADULTEZ;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;40;1;1;1;2;M;conserje;ADULTEZ;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;40;1;1;1;2;M;conserje;ADULTEZ;17
12;40;1;1;1;2;M;conserje;ADULTEZ;17
12;40;1;1;1;2;M;conserje;ADULTEZ;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;40;1;1;1;2;M;conserje;ADULTEZ;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;40;1;1;1;2;M;conserje;ADULTEZ;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
12;40;1;1;1;2;M;conserje;ADULTEZ;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;40;1;1;1;2;M;conserje;ADULTEZ;17
12;40;1;1;1;2;M;conserje;ADULTEZ;17
12;40;1;1;1;2;M;conserje;ADULTEZ;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;40;1;1;1;2;M;conserje;ADULTEZ;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;40;1;1;1;2;M;conserje;ADULTEZ;17
12;40;1;1;1;2;M;conserje;ADULTEZ;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
12;40;1;1;1;2;M;conserje;ADULTEZ;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;40;1;1;1;2;M;conserje;ADULTEZ;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;40;1;1;1;2;M;conserje;ADULTEZ;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;40;1;1;1;2;M;conserje;ADULTEZ;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;40;1;1;1;2;M;conserje;ADULTEZ;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
12;40;1;1;1;2;M;conserje;ADULTEZ;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
12;40;1;1;1;2;M;conserje;ADULTEZ;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;40;1;1;1;2;M;conserje;ADULTEZ;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;40;1;1;1;2;M;conserje;ADULTEZ;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;40;1;1;1;2;M;conserje;ADULTEZ;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;40;1;1;1;2;M;conserje;ADULTEZ;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;40;1;1;1;2;M;conserje;ADULTEZ;17
12;40;1;1;1;2;M;conserje;ADULTEZ;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;40;1;1;1;2;M;conserje;ADULTEZ;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;40;1;1;1;2;M;conserje;ADULTEZ;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;40;1;1;1;2;M;conserje;ADULTEZ;17
12;40;1;1;1;2;M;conserje;ADULTEZ;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;40;1;1;1;2;M;conserje;ADULTEZ;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
12;40;1;1;1;2;M;conserje;ADULTEZ;17
12;40;1;1;1;2;M;conserje;ADULTEZ;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
12;40;1;1;1;2;M;conserje;ADULTEZ;17
12;40;1;1;1;2;M;conserje;ADULTEZ;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;40;1;1;1;2;M;conserje;ADULTEZ;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
12;40;1;1;1;2;M;conserje;ADULTEZ;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;40;1;1;1;2;M;conserje;ADULTEZ;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;40;1;1;1;2;M;conserje;ADULTEZ;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;40;1;1;1;2;M;conserje;ADULTEZ;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;40;1;1;1;2;M;conserje;ADULTEZ;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
12;40;1;1;1;2;M;conserje;ADULTEZ;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;40;1;1;1;2;M;conserje;ADULTEZ;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;40;1;1;1;2;M;conserje;ADULTEZ;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;40;1;1;1;2;M;conserje;ADULTEZ;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;40;1;1;1;2;M;conserje;ADULTEZ;17
12;40;1;1;1;2;M;conserje;ADULTEZ;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
12;40;1;1;1;2;M;conserje;ADULTEZ;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;40;1;1;1;2;M;conserje;ADULTEZ;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;40;1;1;1;2;M;conserje;ADULTEZ;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
12;40;1;1;1;2;M;conserje;ADULTEZ;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;40;1;1;1;2;M;conserje;ADULTEZ;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;40;1;1;1;2;M;conserje;ADULTEZ;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;40;1;1;1;2;M;conserje;ADULTEZ;17
12;40;1;1;1;2;M;conserje;ADULTEZ;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;40;1;1;1;2;M;conserje;ADULTEZ;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
12;40;1;1;1;2;M;conserje;ADULTEZ;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;40;1;1;1;2;M;conserje;ADULTEZ;17
12;40;1;1;1;2;M;conserje;ADULTEZ;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
12;40;1;1;1;2;M;conserje;ADULTEZ;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
12;40;1;1;1;2;M;conserje;ADULTEZ;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
12;40;1;1;1;2;M;conserje;ADULTEZ;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
12;40;1;1;1;2;M;conserje;ADULTEZ;17
12;40;1;1;1;2;M;conserje;ADULTEZ;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;40;1;1;1;2;M;conserje;ADULTEZ;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;0;1;2;F;conserje;ADULTEZ;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;40;1;1;1;2;M;conserje;ADULTEZ;17
12;40;1;1;1;2;M;conserje;ADULTEZ;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;40;1;1;1;2;M;conserje;ADULTEZ;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
8;70;1;1;0;1;M;conserje;ADOLESCENCIA;17
12;48;1;0;3;5;F;electricista;JUVENTUD;18
7;40;1;1;5;2;M;electricista;VEJEZ;18
12;40;1;0;1;1;F;electricista;ADULTEZ;18
12;48;1;0;5;2;F;electricista;VEJEZ;18
12;40;1;1;5;2;M;electricista;VEJEZ;18
12;48;1;1;1;1;M;electricista;ADULTEZ;18
12;50;1;1;0;5;M;electricista;ADOLESCENCIA;18
12;48;1;1;2;1;M;electricista;INFANCIA;18
12;40;1;1;1;1;M;electricista;ADULTEZ;18
10;50;1;0;1;2;F;electricista;ADULTEZ;18
12;40;1;1;1;2;M;electricista;ADULTEZ;18
12;48;1;0;3;2;F;electricista;JUVENTUD;18
12;48;1;1;5;2;M;electricista;VEJEZ;18
12;48;1;0;1;1;F;electricista;ADULTEZ;18
3;48;1;0;3;2;F;electricista;JUVENTUD;18
6;48;1;1;2;1;M;electricista;INFANCIA;18
12;30;1;1;0;1;M;electricista;ADOLESCENCIA;18
12;12;1;1;1;1;M;electricista;ADULTEZ;18
12;48;1;0;1;2;F;electricista;ADULTEZ;18
12;48;1;0;1;2;F;electricista;ADULTEZ;18
